pNo,condition,study,sessionOrder,congruency,rtOverall,accOverall,rt,acc,rtCorrect,session
355,control,1,control-deplete,congruent,0.583988764044944,0.943820224719101,0.549883333333333,0.991666666666667,0.549512605042017,1
355,control,1,control-deplete,incongruent,0.583988764044944,0.943820224719101,0.654551724137931,0.844827586206897,0.659326530612245,1
355,deplete,1,control-deplete,congruent,0.583060240963856,0.951807228915663,0.550444444444444,1,0.550444444444444,2
355,deplete,1,control-deplete,incongruent,0.583060240963856,0.951807228915663,0.660938775510204,0.836734693877551,0.662365853658537,2
357,control,1,control-deplete,congruent,0.804805882352941,0.976470588235294,0.731982608695652,1,0.731982608695652,1
357,control,1,control-deplete,incongruent,0.804805882352941,0.976470588235294,0.957072727272727,0.927272727272727,0.959803921568627,1
357,deplete,1,control-deplete,congruent,0.6374375,0.98125,0.589589743589744,1,0.589589743589744,2
357,deplete,1,control-deplete,incongruent,0.6374375,0.98125,0.767627906976744,0.930232558139535,0.7711,2
358,control,1,deplete-control,congruent,0.701329341317365,0.958083832335329,0.664775862068966,0.991379310344828,0.665104347826087,2
358,control,1,deplete-control,incongruent,0.701329341317365,0.958083832335329,0.784470588235294,0.882352941176471,0.800288888888889,2
358,deplete,1,deplete-control,congruent,0.727404761904762,0.952380952380952,0.69383185840708,0.982300884955752,0.690396396396396,1
358,deplete,1,deplete-control,incongruent,0.727404761904762,0.952380952380952,0.796381818181818,0.890909090909091,0.808081632653061,1
36,control,1,deplete-control,congruent,0.52239880952381,0.892857142857143,0.510196581196581,0.931623931623932,0.511091743119266,2
36,control,1,deplete-control,incongruent,0.52239880952381,0.892857142857143,0.550392156862745,0.803921568627451,0.552878048780488,2
36,deplete,1,deplete-control,congruent,0.572969325153374,0.914110429447853,0.552365217391304,0.930434782608696,0.553018691588785,1
36,deplete,1,deplete-control,incongruent,0.572969325153374,0.914110429447853,0.622333333333333,0.875,0.615047619047619,1
361,control,1,control-deplete,congruent,0.716664670658683,0.988023952095808,0.67129203539823,1,0.67129203539823,1
361,control,1,control-deplete,incongruent,0.716664670658683,0.988023952095808,0.811611111111111,0.962962962962963,0.817384615384615,1
361,deplete,1,control-deplete,congruent,0.757751445086705,0.971098265895954,0.719625,1,0.719625,2
361,deplete,1,control-deplete,incongruent,0.757751445086705,0.971098265895954,0.844075471698113,0.905660377358491,0.859479166666667,2
362,control,1,deplete-control,congruent,0.771553571428571,0.934523809523809,0.741131578947368,0.982456140350877,0.740625,2
362,control,1,deplete-control,incongruent,0.771553571428571,0.934523809523809,0.835777777777778,0.833333333333333,0.848888888888889,2
362,deplete,1,deplete-control,congruent,0.574576470588235,0.923529411764706,0.568186440677966,0.949152542372881,0.568107142857143,1
362,deplete,1,deplete-control,incongruent,0.574576470588235,0.923529411764706,0.589076923076923,0.865384615384615,0.589355555555556,1
364,control,1,deplete-control,congruent,0.789245714285714,0.965714285714286,0.708491525423729,0.991525423728813,0.708615384615385,2
364,control,1,deplete-control,incongruent,0.789245714285714,0.965714285714286,0.956421052631579,0.912280701754386,0.959519230769231,2
364,deplete,1,deplete-control,congruent,0.799016853932584,0.949438202247191,0.712866666666667,0.991666666666667,0.712436974789916,1
364,deplete,1,deplete-control,incongruent,0.799016853932584,0.949438202247191,0.977258620689655,0.862068965517241,0.98824,1
37,control,1,control-deplete,congruent,0.543241379310345,0.959770114942529,0.532093220338983,0.983050847457627,0.530172413793103,1
37,control,1,control-deplete,incongruent,0.543241379310345,0.959770114942529,0.566732142857143,0.910714285714286,0.556470588235294,1
37,deplete,1,control-deplete,congruent,0.570514450867052,0.953757225433526,0.551264957264957,0.94017094017094,0.550481818181818,2
37,deplete,1,control-deplete,incongruent,0.570514450867052,0.953757225433526,0.610732142857143,0.982142857142857,0.609272727272727,2
38,control,1,deplete-control,congruent,0.613396449704142,0.982248520710059,0.576704347826087,1,0.576704347826087,2
38,control,1,deplete-control,incongruent,0.613396449704142,0.982248520710059,0.691537037037037,0.944444444444444,0.690098039215686,2
38,deplete,1,deplete-control,congruent,0.692161676646707,0.982035928143713,0.646719298245614,1,0.646719298245614,1
38,deplete,1,deplete-control,incongruent,0.692161676646707,0.982035928143713,0.789905660377359,0.943396226415094,0.7927,1
41,control,1,control-deplete,congruent,0.701246987951807,0.987951807228916,0.658517543859649,0.991228070175439,0.656442477876106,1
41,control,1,control-deplete,incongruent,0.701246987951807,0.987951807228916,0.794923076923077,0.980769230769231,0.79556862745098,1
41,deplete,1,control-deplete,congruent,0.850622857142857,0.977142857142857,0.793966386554622,0.991596638655462,0.794728813559322,2
41,deplete,1,control-deplete,incongruent,0.850622857142857,0.977142857142857,0.971017857142857,0.946428571428571,0.955490566037736,2
42,control,1,deplete-control,congruent,0.667503105590062,0.906832298136646,0.613620689655172,0.982758620689655,0.614087719298246,2
42,control,1,deplete-control,incongruent,0.667503105590062,0.906832298136646,0.8064,0.711111111111111,0.83496875,2
42,deplete,1,deplete-control,congruent,0.731190476190476,0.940476190476191,0.670474137931035,0.991379310344828,0.667721739130435,1
42,deplete,1,deplete-control,incongruent,0.731190476190476,0.940476190476191,0.866634615384615,0.826923076923077,0.880581395348837,1
43,control,1,control-deplete,congruent,0.548849056603774,0.974842767295597,0.539796460176991,0.982300884955752,0.541468468468469,1
43,control,1,control-deplete,incongruent,0.548849056603774,0.974842767295597,0.571086956521739,0.956521739130435,0.575863636363636,1
43,deplete,1,control-deplete,congruent,0.530754716981132,0.937106918238994,0.522563636363636,0.945454545454546,0.519653846153846,2
43,deplete,1,control-deplete,incongruent,0.530754716981132,0.937106918238994,0.549142857142857,0.918367346938776,0.549133333333333,2
44,control,1,deplete-control,congruent,0.645298136645963,0.981366459627329,0.605089285714286,0.991071428571429,0.603117117117117,2
44,control,1,deplete-control,incongruent,0.645298136645963,0.981366459627329,0.737204081632653,0.959183673469388,0.735978723404255,2
44,deplete,1,deplete-control,congruent,0.666790419161677,0.970059880239521,0.633631578947369,0.964912280701754,0.631772727272727,1
44,deplete,1,deplete-control,incongruent,0.666790419161677,0.970059880239521,0.73811320754717,0.981132075471698,0.736615384615385,1
45,control,1,control-deplete,congruent,0.86384,0.988571428571429,0.790325,0.991666666666667,0.789470588235294,1
45,control,1,control-deplete,incongruent,0.86384,0.988571428571429,1.02423636363636,0.981818181818182,1.01855555555556,1
45,deplete,1,control-deplete,congruent,0.80051724137931,0.971264367816092,0.705741379310345,0.974137931034483,0.710247787610619,2
45,deplete,1,control-deplete,incongruent,0.80051724137931,0.971264367816092,0.990068965517241,0.96551724137931,0.992660714285714,2
47,control,1,control-deplete,congruent,0.951578034682081,0.947976878612717,0.908847457627119,0.991525423728813,0.906632478632479,1
47,control,1,control-deplete,incongruent,0.951578034682081,0.947976878612717,1.04325454545455,0.854545454545455,1.05759574468085,1
47,deplete,1,control-deplete,congruent,0.889813953488372,0.970930232558139,0.853872881355932,1,0.853872881355932,2
47,deplete,1,control-deplete,incongruent,0.889813953488372,0.970930232558139,0.968351851851852,0.907407407407407,0.943040816326531,2
49,control,1,control-deplete,congruent,0.548057803468208,0.947976878612717,0.524142857142857,0.983193277310924,0.525846153846154,1
49,control,1,control-deplete,incongruent,0.548057803468208,0.947976878612717,0.600759259259259,0.87037037037037,0.596404255319149,1
49,deplete,1,control-deplete,congruent,0.509744318181818,0.948863636363636,0.490294117647059,0.974789915966386,0.487827586206897,2
49,deplete,1,control-deplete,incongruent,0.509744318181818,0.948863636363636,0.550350877192983,0.894736842105263,0.558196078431373,2
5,control,1,control-deplete,congruent,0.865201342281879,0.966442953020134,0.8295,0.990196078431373,0.829346534653465,1
5,control,1,control-deplete,incongruent,0.865201342281879,0.966442953020134,0.94268085106383,0.914893617021277,0.946279069767442,1
5,deplete,1,control-deplete,congruent,0.873407894736842,0.828947368421053,0.802217821782178,0.881188118811881,0.82185393258427,2
5,deplete,1,control-deplete,incongruent,0.873407894736842,0.828947368421053,1.01439215686275,0.725490196078431,1.11375675675676,2
50,control,1,deplete-control,congruent,0.724888198757764,0.894409937888199,0.707454545454545,0.918181818181818,0.697366336633663,2
50,control,1,deplete-control,incongruent,0.724888198757764,0.894409937888199,0.762490196078431,0.843137254901961,0.763302325581395,2
50,deplete,1,deplete-control,congruent,0.885420731707317,0.914634146341463,0.863473214285714,0.9375,0.859857142857143,1
50,deplete,1,deplete-control,incongruent,0.885420731707317,0.914634146341463,0.932692307692308,0.865384615384615,0.971733333333333,1
52,control,1,deplete-control,congruent,0.795620689655172,0.902298850574713,0.68255462184874,0.983193277310924,0.682615384615385,2
52,control,1,deplete-control,incongruent,0.795620689655172,0.902298850574713,1.04025454545455,0.727272727272727,1.093975,2
52,deplete,1,deplete-control,congruent,0.804470930232558,0.837209302325582,0.725425,0.966666666666667,0.722068965517241,1
52,deplete,1,deplete-control,incongruent,0.804470930232558,0.837209302325582,0.986884615384615,0.538461538461538,1.09639285714286,1
53,control,1,control-deplete,congruent,0.576266666666667,0.993939393939394,0.555666666666667,1,0.555666666666667,1
53,control,1,control-deplete,incongruent,0.576266666666667,0.993939393939394,0.626479166666667,0.979166666666667,0.620297872340426,1
53,deplete,1,control-deplete,congruent,0.57967701863354,0.975155279503106,0.566222222222222,1,0.566222222222222,2
53,deplete,1,control-deplete,incongruent,0.57967701863354,0.975155279503106,0.615454545454545,0.909090909090909,0.614975,2
54,control,1,deplete-control,congruent,0.584583333333333,0.964285714285714,0.581478260869565,0.982608695652174,0.580743362831858,2
54,control,1,deplete-control,incongruent,0.584583333333333,0.964285714285714,0.591320754716981,0.924528301886792,0.592428571428571,2
54,deplete,1,deplete-control,congruent,0.596682352941176,0.952941176470588,0.584286956521739,0.947826086956522,0.587220183486239,1
54,deplete,1,deplete-control,incongruent,0.596682352941176,0.952941176470588,0.6226,0.963636363636364,0.61922641509434,1
56,control,1,deplete-control,congruent,0.730511904761905,0.916666666666667,0.67381512605042,1,0.67381512605042,2
56,control,1,deplete-control,incongruent,0.730511904761905,0.916666666666667,0.868204081632653,0.714285714285714,0.910914285714286,2
56,deplete,1,deplete-control,congruent,0.594737804878049,0.731707317073171,0.575760683760684,0.991452991452991,0.577387931034483,1
56,deplete,1,deplete-control,incongruent,0.594737804878049,0.731707317073171,0.641978723404255,0.0851063829787234,0.7645,1
57,control,1,control-deplete,congruent,0.614705202312139,0.936416184971098,0.581655462184874,0.974789915966386,0.582327586206897,1
57,control,1,control-deplete,incongruent,0.614705202312139,0.936416184971098,0.687537037037037,0.851851851851852,0.689978260869565,1
57,deplete,1,control-deplete,congruent,0.652005882352941,0.905882352941176,0.596852173913043,0.947826086956522,0.596449541284404,2
57,deplete,1,control-deplete,incongruent,0.652005882352941,0.905882352941176,0.767327272727273,0.818181818181818,0.796888888888889,2
59,control,1,control-deplete,congruent,0.75656,0.96,0.685241666666667,1,0.685241666666667,1
59,control,1,control-deplete,incongruent,0.75656,0.96,0.912163636363636,0.872727272727273,0.907229166666667,1
59,deplete,1,control-deplete,congruent,0.591923076923077,0.946745562130177,0.564939655172414,0.991379310344828,0.564921739130435,2
59,deplete,1,control-deplete,incongruent,0.591923076923077,0.946745562130177,0.650981132075472,0.849056603773585,0.670133333333333,2
60,control,1,deplete-control,congruent,0.593937142857143,0.965714285714286,0.541689075630252,1,0.541689075630252,2
60,control,1,deplete-control,incongruent,0.593937142857143,0.965714285714286,0.704964285714286,0.892857142857143,0.71864,2
60,deplete,1,deplete-control,congruent,0.658101694915254,0.954802259887006,0.598075,0.991666666666667,0.597966386554622,1
60,deplete,1,deplete-control,incongruent,0.658101694915254,0.954802259887006,0.784473684210526,0.87719298245614,0.80188,1
62,control,1,deplete-control,congruent,0.698806818181818,0.988636363636364,0.654361344537815,1,0.654361344537815,2
62,control,1,deplete-control,incongruent,0.698806818181818,0.988636363636364,0.79159649122807,0.964912280701754,0.788327272727273,2
62,deplete,1,deplete-control,congruent,0.737828571428571,0.954285714285714,0.700703389830509,0.991525423728813,0.69957264957265,1
62,deplete,1,deplete-control,incongruent,0.737828571428571,0.954285714285714,0.814684210526316,0.87719298245614,0.82598,1
64,control,1,deplete-control,congruent,0.725883435582822,0.901840490797546,0.688956896551724,0.982758620689655,0.68830701754386,2
64,control,1,deplete-control,incongruent,0.725883435582822,0.901840490797546,0.817021276595745,0.702127659574468,0.827363636363636,2
64,deplete,1,deplete-control,congruent,0.862713450292398,0.923976608187134,0.810836206896552,0.982758620689655,0.804412280701754,1
64,deplete,1,deplete-control,incongruent,0.862713450292398,0.923976608187134,0.972127272727273,0.8,1.00163636363636,1
65,control,1,control-deplete,congruent,0.602964912280702,0.976608187134503,0.5705,0.991666666666667,0.571302521008403,1
65,control,1,control-deplete,incongruent,0.602964912280702,0.976608187134503,0.679352941176471,0.941176470588235,0.685395833333333,1
65,deplete,1,control-deplete,congruent,0.503179640718563,0.976047904191617,0.489168067226891,0.991596638655462,0.488050847457627,2
65,deplete,1,control-deplete,incongruent,0.503179640718563,0.976047904191617,0.537916666666667,0.9375,0.539844444444444,2
71,control,1,control-deplete,congruent,0.576302469135803,0.901234567901234,0.542318181818182,0.972727272727273,0.540560747663552,1
71,control,1,control-deplete,incongruent,0.576302469135803,0.901234567901234,0.648192307692308,0.75,0.643923076923077,1
71,deplete,1,control-deplete,congruent,0.553766467065868,0.892215568862276,0.539034482758621,0.913793103448276,0.541566037735849,2
71,deplete,1,control-deplete,incongruent,0.553766467065868,0.892215568862276,0.587274509803922,0.843137254901961,0.583279069767442,2
73,control,1,control-deplete,congruent,0.670963636363636,0.927272727272727,0.62258407079646,0.982300884955752,0.624900900900901,1
73,control,1,control-deplete,incongruent,0.670963636363636,0.927272727272727,0.776096153846154,0.807692307692308,0.801904761904762,1
73,deplete,1,control-deplete,congruent,0.615717647058824,0.958823529411765,0.596587719298246,0.964912280701754,0.600127272727273,2
73,deplete,1,control-deplete,incongruent,0.615717647058824,0.958823529411765,0.654660714285714,0.946428571428571,0.643981132075472,2
74,control,1,deplete-control,congruent,0.58302380952381,0.892857142857143,0.557780701754386,0.921052631578947,0.559552380952381,2
74,control,1,deplete-control,incongruent,0.58302380952381,0.892857142857143,0.636314814814815,0.833333333333333,0.624511111111111,2
74,deplete,1,deplete-control,congruent,0.571370860927152,0.927152317880795,0.558327102803738,0.94392523364486,0.555940594059406,1
74,deplete,1,deplete-control,incongruent,0.571370860927152,0.927152317880795,0.603090909090909,0.886363636363636,0.603410256410256,1
76,control,1,deplete-control,congruent,0.620394117647059,0.970588235294118,0.607324786324786,0.974358974358974,0.609333333333333,2
76,control,1,deplete-control,incongruent,0.620394117647059,0.970588235294118,0.649245283018868,0.962264150943396,0.651901960784314,2
76,deplete,1,deplete-control,congruent,0.744755102040816,0.959183673469388,0.716894230769231,0.951923076923077,0.720222222222222,1
76,deplete,1,deplete-control,incongruent,0.744755102040816,0.959183673469388,0.812139534883721,0.976744186046512,0.802357142857143,1
79,control,1,control-deplete,congruent,0.63503125,0.96875,0.632116071428571,0.982142857142857,0.633009090909091,1
79,control,1,control-deplete,incongruent,0.63503125,0.96875,0.641833333333333,0.9375,0.642622222222222,1
79,deplete,1,control-deplete,congruent,0.599623529411765,0.964705882352941,0.603069565217391,0.991304347826087,0.601964912280702,2
79,deplete,1,control-deplete,incongruent,0.599623529411765,0.964705882352941,0.592418181818182,0.909090909090909,0.59394,2
80,control,1,deplete-control,congruent,0.575451807228916,0.939759036144578,0.562610619469027,0.946902654867257,0.558373831775701,2
80,control,1,deplete-control,incongruent,0.575451807228916,0.939759036144578,0.602830188679245,0.924528301886792,0.602877551020408,2
80,deplete,1,deplete-control,congruent,0.559414201183432,1,0.541008547008547,1,0.541008547008547,1
80,deplete,1,deplete-control,incongruent,0.559414201183432,1,0.600826923076923,1,0.600826923076923,1
81,control,1,control-deplete,congruent,0.741158823529412,0.935294117647059,0.707973451327434,0.982300884955752,0.708315315315315,1
81,control,1,control-deplete,incongruent,0.741158823529412,0.935294117647059,0.806947368421053,0.842105263157895,0.795979166666667,1
81,deplete,1,control-deplete,congruent,0.658865030674847,0.858895705521472,0.630772727272727,0.9,0.631777777777778,2
81,deplete,1,control-deplete,incongruent,0.658865030674847,0.858895705521472,0.717169811320755,0.773584905660377,0.715804878048781,2
82,control,1,deplete-control,congruent,0.57059748427673,0.968553459119497,0.556526315789474,0.982456140350877,0.5534375,2
82,control,1,deplete-control,incongruent,0.57059748427673,0.968553459119497,0.606244444444445,0.933333333333333,0.609785714285714,2
82,deplete,1,deplete-control,congruent,0.616934911242604,0.982248520710059,0.592278260869565,0.991304347826087,0.591228070175439,1
82,deplete,1,deplete-control,incongruent,0.616934911242604,0.982248520710059,0.669444444444444,0.962962962962963,0.668865384615385,1
83,control,1,control-deplete,congruent,0.675145454545454,0.927272727272727,0.636735042735043,0.965811965811966,0.639805309734513,1
83,control,1,control-deplete,incongruent,0.675145454545454,0.927272727272727,0.768770833333333,0.833333333333333,0.77055,1
83,deplete,1,control-deplete,congruent,0.662402234636872,0.849162011173184,0.606708333333333,0.958333333333333,0.613304347826087,2
83,deplete,1,control-deplete,incongruent,0.662402234636872,0.849162011173184,0.775677966101695,0.627118644067797,0.777432432432432,2
84,control,1,deplete-control,congruent,0.635203389830509,0.977401129943503,0.601663865546219,1,0.601663865546219,2
84,control,1,deplete-control,incongruent,0.635203389830509,0.977401129943503,0.70401724137931,0.931034482758621,0.707777777777778,2
84,deplete,1,deplete-control,congruent,0.597819875776398,0.919254658385093,0.572654867256637,0.973451327433628,0.575718181818182,1
84,deplete,1,deplete-control,incongruent,0.597819875776398,0.919254658385093,0.6570625,0.791666666666667,0.642052631578947,1
85,control,1,control-deplete,congruent,0.654993865030675,0.969325153374233,0.641888888888889,0.972222222222222,0.6408,1
85,control,1,control-deplete,incongruent,0.654993865030675,0.969325153374233,0.680727272727273,0.963636363636364,0.684188679245283,1
85,deplete,1,control-deplete,congruent,0.635670658682635,0.922155688622755,0.61640350877193,0.929824561403509,0.612018867924528,2
85,deplete,1,control-deplete,incongruent,0.635670658682635,0.922155688622755,0.67711320754717,0.905660377358491,0.6801875,2
86,control,1,deplete-control,congruent,0.641436363636364,0.96969696969697,0.607761061946903,0.982300884955752,0.609801801801802,2
86,control,1,deplete-control,incongruent,0.641436363636364,0.96969696969697,0.714615384615385,0.942307692307692,0.718551020408163,2
86,deplete,1,deplete-control,congruent,0.702075949367089,0.917721518987342,0.660034482758621,0.939655172413793,0.66294495412844,1
86,deplete,1,deplete-control,incongruent,0.702075949367089,0.917721518987342,0.818190476190476,0.857142857142857,0.801861111111111,1
87,control,1,control-deplete,congruent,0.592515527950311,0.950310559006211,0.568777777777778,0.982905982905983,0.569634782608696,1
87,control,1,control-deplete,incongruent,0.592515527950311,0.950310559006211,0.655636363636364,0.863636363636364,0.6455,1
87,deplete,1,control-deplete,congruent,0.67749710982659,0.953757225433526,0.631449152542373,0.983050847457627,0.628681034482759,2
87,deplete,1,control-deplete,incongruent,0.67749710982659,0.953757225433526,0.776290909090909,0.890909090909091,0.780897959183673,2
89,control,1,control-deplete,congruent,0.789430232558139,0.941860465116279,0.703803418803419,0.991452991452991,0.702637931034483,1
89,control,1,control-deplete,incongruent,0.789430232558139,0.941860465116279,0.971581818181818,0.836363636363636,0.985630434782609,1
89,deplete,1,control-deplete,congruent,0.681105960264901,0.940397350993378,0.658154545454545,0.954545454545455,0.658819047619048,2
89,deplete,1,control-deplete,incongruent,0.681105960264901,0.940397350993378,0.742682926829268,0.902439024390244,0.745567567567568,2
91,control,1,control-deplete,congruent,0.543241176470588,0.947058823529412,0.516730434782609,0.982608695652174,0.517088495575221,1
91,control,1,control-deplete,incongruent,0.543241176470588,0.947058823529412,0.598672727272727,0.872727272727273,0.5924375,1
91,deplete,1,control-deplete,congruent,0.472908045977012,0.896551724137931,0.451966386554622,0.966386554621849,0.453921739130435,2
91,deplete,1,control-deplete,incongruent,0.472908045977012,0.896551724137931,0.518218181818182,0.745454545454546,0.513219512195122,2
92,control,1,deplete-control,congruent,0.47328323699422,0.930635838150289,0.463771186440678,0.966101694915254,0.466789473684211,2
92,control,1,deplete-control,incongruent,0.47328323699422,0.930635838150289,0.493690909090909,0.854545454545455,0.496340425531915,2
92,deplete,1,deplete-control,congruent,0.4538,0.858823529411765,0.446803418803419,0.914529914529914,0.446719626168224,1
92,deplete,1,deplete-control,incongruent,0.4538,0.858823529411765,0.469245283018868,0.735849056603774,0.458282051282051,1
93,control,1,control-deplete,congruent,0.969581395348837,0.941860465116279,0.863793103448276,0.991379310344828,0.859626086956522,1
93,control,1,control-deplete,incongruent,0.969581395348837,0.941860465116279,1.18871428571429,0.839285714285714,1.2226170212766,1
93,deplete,1,control-deplete,congruent,0.726890909090909,0.987878787878788,0.651565217391304,1,0.651565217391304,2
93,deplete,1,control-deplete,incongruent,0.726890909090909,0.987878787878788,0.90014,0.96,0.906375,2
94,control,1,deplete-control,congruent,0.635325,0.9875,0.608099099099099,1,0.608099099099099,2
94,control,1,deplete-control,incongruent,0.635325,0.9875,0.697,0.959183673469388,0.697510638297872,2
94,deplete,1,deplete-control,congruent,0.716508771929825,0.982456140350877,0.668474137931035,0.991379310344828,0.667139130434783,1
94,deplete,1,deplete-control,incongruent,0.716508771929825,0.982456140350877,0.817818181818182,0.963636363636364,0.823698113207547,1
96,control,1,deplete-control,congruent,0.60521875,0.96875,0.581107142857143,0.982142857142857,0.578536363636364,2
96,control,1,deplete-control,incongruent,0.60521875,0.96875,0.661479166666667,0.9375,0.6644,2
96,deplete,1,deplete-control,congruent,0.624024539877301,0.957055214723926,0.592946902654867,0.991150442477876,0.590223214285714,1
96,deplete,1,deplete-control,incongruent,0.624024539877301,0.957055214723926,0.69426,0.88,0.701386363636364,1
97,control,1,control-deplete,congruent,0.885280701754386,0.91812865497076,0.843752212389381,0.938053097345133,0.81133962264151,1
97,control,1,control-deplete,incongruent,0.885280701754386,0.91812865497076,0.966189655172414,0.879310344827586,0.967274509803922,1
97,deplete,1,control-deplete,congruent,0.840525714285714,0.96,0.796179487179487,1,0.796179487179487,2
97,deplete,1,control-deplete,incongruent,0.840525714285714,0.96,0.92998275862069,0.879310344827586,0.932960784313726,2
98,control,1,deplete-control,congruent,0.568213017751479,0.994082840236686,0.558982905982906,0.991452991452991,0.558637931034483,2
98,control,1,deplete-control,incongruent,0.568213017751479,0.994082840236686,0.588980769230769,1,0.588980769230769,2
98,deplete,1,deplete-control,congruent,0.612154320987654,0.981481481481481,0.591652173913044,1,0.591652173913044,1
98,deplete,1,deplete-control,incongruent,0.612154320987654,0.981481481481481,0.66231914893617,0.936170212765957,0.670113636363636,1
1,control,2,control-deplete,congruent,0.551952662721894,0.952662721893491,0.504615384615385,0.974358974358974,0.505,1
1,control,2,control-deplete,incongruent,0.551952662721894,0.952662721893491,0.658461538461538,0.903846153846154,0.660212765957447,1
1,deplete,2,control-deplete,congruent,0.5386875,0.95,0.527256637168142,0.964601769911504,0.528990825688073,2
1,deplete,2,control-deplete,incongruent,0.5386875,0.95,0.566170212765957,0.914893617021277,0.563720930232558,2
10,control,2,deplete-control,congruent,0.562329545454546,0.931818181818182,0.51890756302521,0.983193277310924,0.51965811965812,2
10,control,2,deplete-control,incongruent,0.562329545454546,0.931818181818182,0.652982456140351,0.824561403508772,0.664893617021277,2
10,deplete,2,deplete-control,congruent,0.579090909090909,0.915151515151515,0.541282051282051,0.982905982905983,0.54295652173913,1
10,deplete,2,deplete-control,incongruent,0.579090909090909,0.915151515151515,0.67125,0.75,0.699722222222222,1
100,control,2,deplete-control,congruent,0.747948717948718,0.903846153846154,0.68787037037037,0.898148148148148,0.700412371134021,2
100,control,2,deplete-control,incongruent,0.747948717948718,0.903846153846154,0.883125,0.916666666666667,0.91,2
100,deplete,2,deplete-control,congruent,0.668511904761905,0.952380952380952,0.639051724137931,0.939655172413793,0.640825688073394,1
100,deplete,2,deplete-control,incongruent,0.668511904761905,0.952380952380952,0.734230769230769,0.980769230769231,0.731372549019608,1
101,control,2,control-deplete,congruent,0.766549707602339,0.95906432748538,0.713675213675214,0.991452991452991,0.710431034482759,1
101,control,2,control-deplete,incongruent,0.766549707602339,0.95906432748538,0.881111111111111,0.888888888888889,0.883333333333333,1
101,deplete,2,control-deplete,congruent,0.783757225433526,0.971098265895954,0.747327586206897,0.96551724137931,0.746517857142857,2
101,deplete,2,control-deplete,incongruent,0.783757225433526,0.971098265895954,0.857894736842105,0.982456140350877,0.854821428571429,2
102,control,2,deplete-control,congruent,0.579476744186047,0.976744186046512,0.543559322033898,0.991525423728813,0.543589743589744,2
102,control,2,deplete-control,incongruent,0.579476744186047,0.976744186046512,0.657962962962963,0.944444444444444,0.649019607843137,2
102,deplete,2,deplete-control,congruent,0.716531791907515,0.936416184971098,0.645932203389831,0.957627118644068,0.64,1
102,deplete,2,deplete-control,incongruent,0.716531791907515,0.936416184971098,0.868,0.890909090909091,0.877755102040816,1
103,control,2,control-deplete,congruent,0.560120481927711,0.771084337349398,0.548378378378378,0.864864864864865,0.549375,1
103,control,2,control-deplete,incongruent,0.560120481927711,0.771084337349398,0.583818181818182,0.581818181818182,0.5675,1
103,deplete,2,control-deplete,congruent,0.57920245398773,0.773006134969325,0.568636363636364,0.845454545454546,0.569139784946237,2
103,deplete,2,control-deplete,incongruent,0.57920245398773,0.773006134969325,0.601132075471698,0.622641509433962,0.573939393939394,2
104,control,2,deplete-control,congruent,0.527093023255814,0.924418604651163,0.506637931034483,0.922413793103448,0.513364485981309,2
104,control,2,deplete-control,incongruent,0.527093023255814,0.924418604651163,0.569464285714286,0.928571428571429,0.576346153846154,2
104,deplete,2,deplete-control,congruent,0.579146341463415,0.951219512195122,0.564224137931034,0.948275862068965,0.572,1
104,deplete,2,deplete-control,incongruent,0.579146341463415,0.951219512195122,0.615208333333333,0.958333333333333,0.621739130434783,1
107,control,2,control-deplete,congruent,0.706878612716763,1,0.665084745762712,1,0.665084745762712,1
107,control,2,control-deplete,incongruent,0.706878612716763,1,0.796545454545455,1,0.796545454545455,1
107,deplete,2,control-deplete,congruent,0.652369942196532,0.982658959537572,0.626666666666667,1,0.626666666666667,2
107,deplete,2,control-deplete,incongruent,0.652369942196532,0.982658959537572,0.706071428571429,0.946428571428571,0.706792452830189,2
109,control,2,control-deplete,congruent,0.758117647058824,0.947058823529412,0.689243697478992,0.991596638655462,0.690847457627119,1
109,control,2,control-deplete,incongruent,0.758117647058824,0.947058823529412,0.918823529411765,0.843137254901961,0.937209302325581,1
109,deplete,2,control-deplete,congruent,0.670971428571429,0.948571428571429,0.631764705882353,0.991596638655462,0.63228813559322,2
109,deplete,2,control-deplete,incongruent,0.670971428571429,0.948571428571429,0.754285714285714,0.857142857142857,0.762916666666667,2
11,control,2,control-deplete,congruent,0.606234567901235,0.95679012345679,0.578782608695652,0.965217391304348,0.579369369369369,1
11,control,2,control-deplete,incongruent,0.606234567901235,0.95679012345679,0.673404255319149,0.936170212765957,0.680909090909091,1
11,deplete,2,control-deplete,congruent,0.560909090909091,0.945454545454546,0.538534482758621,0.982758620689655,0.536140350877193,2
11,deplete,2,control-deplete,incongruent,0.560909090909091,0.945454545454546,0.613877551020408,0.857142857142857,0.619761904761905,2
110,control,2,deplete-control,congruent,0.604,0.964705882352941,0.583474576271187,1,0.583474576271187,2
110,control,2,deplete-control,incongruent,0.604,0.964705882352941,0.650576923076923,0.884615384615385,0.660434782608696,2
110,deplete,2,deplete-control,congruent,0.560233918128655,1,0.535555555555556,1,0.535555555555556,1
110,deplete,2,deplete-control,incongruent,0.560233918128655,1,0.613703703703704,1,0.613703703703704,1
111,control,2,control-deplete,congruent,0.879943820224719,0.97752808988764,0.822016806722689,1,0.822016806722689,1
111,control,2,control-deplete,incongruent,0.879943820224719,0.97752808988764,0.996779661016949,0.932203389830508,1.00709090909091,1
