pNo,condition,study,sessionOrder,congruency,rtOverall,accOverall,rt,acc,rtCorrect,session
50,control,2,deplete-control,congruent,0.544406779661017,0.932203389830508,0.507226890756303,0.974789915966386,0.507155172413793,2
50,control,2,deplete-control,incongruent,0.544406779661017,0.932203389830508,0.620689655172414,0.844827586206897,0.634285714285714,2
50,deplete,2,deplete-control,congruent,0.573820224719101,0.926966292134832,0.526416666666667,0.991666666666667,0.524033613445378,1
50,deplete,2,deplete-control,incongruent,0.573820224719101,0.926966292134832,0.671896551724138,0.793103448275862,0.682826086956522,1
51,control,2,control-deplete,congruent,0.556428571428571,0.964285714285714,0.549491525423729,0.983050847457627,0.548620689655173,1
51,control,2,control-deplete,incongruent,0.556428571428571,0.964285714285714,0.5728,0.92,0.568478260869565,1
51,deplete,2,control-deplete,congruent,0.587954545454546,0.977272727272727,0.568559322033898,0.991525423728813,0.567435897435897,2
51,deplete,2,control-deplete,incongruent,0.587954545454546,0.977272727272727,0.627413793103448,0.948275862068965,0.628,2
52,control,2,deplete-control,congruent,0.555086705202312,0.942196531791908,0.53364406779661,0.949152542372881,0.536160714285714,2
52,control,2,deplete-control,incongruent,0.555086705202312,0.942196531791908,0.601090909090909,0.927272727272727,0.608823529411765,2
52,deplete,2,deplete-control,congruent,0.567529411764706,0.905882352941176,0.548119658119658,0.965811965811966,0.550530973451327,1
52,deplete,2,deplete-control,incongruent,0.567529411764706,0.905882352941176,0.610377358490566,0.773584905660377,0.607073170731707,1
53,control,2,control-deplete,congruent,0.720988372093023,1,0.689473684210526,1,0.689473684210526,1
53,control,2,control-deplete,incongruent,0.720988372093023,1,0.782931034482759,1,0.782931034482759,1
53,deplete,2,control-deplete,congruent,0.646820809248555,0.982658959537572,0.620260869565217,0.991304347826087,0.617631578947368,2
53,deplete,2,control-deplete,incongruent,0.646820809248555,0.982658959537572,0.69948275862069,0.96551724137931,0.699642857142857,2
55,control,2,control-deplete,congruent,0.492163742690059,0.929824561403509,0.471008403361345,0.991596638655462,0.472118644067797,1
55,control,2,control-deplete,incongruent,0.492163742690059,0.929824561403509,0.540576923076923,0.788461538461538,0.53609756097561,1
55,deplete,2,control-deplete,congruent,0.459421965317919,0.913294797687861,0.450423728813559,0.940677966101695,0.451351351351351,2
55,deplete,2,control-deplete,incongruent,0.459421965317919,0.913294797687861,0.478727272727273,0.854545454545455,0.468085106382979,2
56,control,2,deplete-control,congruent,0.635798816568047,0.982248520710059,0.620789473684211,0.991228070175439,0.62212389380531,2
56,control,2,deplete-control,incongruent,0.635798816568047,0.982248520710059,0.666909090909091,0.963636363636364,0.670377358490566,2
56,deplete,2,deplete-control,congruent,0.648176470588235,0.970588235294118,0.645565217391304,0.965217391304348,0.645315315315315,1
56,deplete,2,deplete-control,incongruent,0.648176470588235,0.970588235294118,0.653636363636364,0.981818181818182,0.654444444444445,1
60,control,2,deplete-control,congruent,0.578639053254438,0.952662721893491,0.562905982905983,0.965811965811966,0.558761061946903,2
60,control,2,deplete-control,incongruent,0.578639053254438,0.952662721893491,0.614038461538462,0.923076923076923,0.624375,2
60,deplete,2,deplete-control,congruent,0.637065868263473,0.922155688622755,0.604561403508772,0.973684210526316,0.605945945945946,1
60,deplete,2,deplete-control,incongruent,0.637065868263473,0.922155688622755,0.706981132075472,0.811320754716981,0.734186046511628,1
61,control,2,control-deplete,congruent,0.572971428571429,0.96,0.563983050847458,0.966101694915254,0.56421052631579,1
61,control,2,control-deplete,incongruent,0.572971428571429,0.96,0.591578947368421,0.947368421052632,0.595740740740741,1
61,deplete,2,control-deplete,congruent,0.579190751445087,0.965317919075144,0.565555555555556,0.965811965811966,0.56929203539823,2
61,deplete,2,control-deplete,incongruent,0.579190751445087,0.965317919075144,0.607678571428571,0.964285714285714,0.608518518518519,2
62,control,2,deplete-control,congruent,0.461941176470588,0.976470588235294,0.45325,0.975,0.454957264957265,2
62,control,2,deplete-control,incongruent,0.461941176470588,0.976470588235294,0.4828,0.98,0.483061224489796,2
62,deplete,2,deplete-control,congruent,0.585739644970414,0.976331360946746,0.559217391304348,0.991304347826087,0.559824561403509,1
62,deplete,2,deplete-control,incongruent,0.585739644970414,0.976331360946746,0.642222222222222,0.944444444444444,0.649607843137255,1
63,control,2,control-deplete,congruent,0.802628571428572,0.971428571428571,0.74453781512605,0.991596638655462,0.745508474576271,1
63,control,2,control-deplete,incongruent,0.802628571428572,0.971428571428571,0.926071428571429,0.928571428571429,0.942692307692308,1
63,deplete,2,control-deplete,congruent,0.816857142857143,0.994285714285714,0.761583333333333,1,0.761583333333333,2
63,deplete,2,control-deplete,incongruent,0.816857142857143,0.994285714285714,0.937454545454545,0.981818181818182,0.933148148148148,2
64,control,2,deplete-control,congruent,0.592352941176471,0.941176470588235,0.56364406779661,0.991525423728813,0.563504273504274,2
64,control,2,deplete-control,incongruent,0.592352941176471,0.941176470588235,0.6575,0.826923076923077,0.629069767441861,2
64,deplete,2,deplete-control,congruent,0.647894736842105,0.976608187134503,0.606637931034483,0.991379310344828,0.608695652173913,1
64,deplete,2,deplete-control,incongruent,0.647894736842105,0.976608187134503,0.734909090909091,0.945454545454546,0.730769230769231,1
67,control,2,control-deplete,congruent,0.700639534883721,0.627906976744186,0.689469026548673,0.955752212389381,0.693425925925926,1
67,control,2,control-deplete,incongruent,0.700639534883721,0.627906976744186,0.722033898305085,0,,1
67,deplete,2,control-deplete,congruent,0.751976744186047,0.877906976744186,0.676186440677966,0.949152542372881,0.671071428571429,2
67,deplete,2,control-deplete,incongruent,0.751976744186047,0.877906976744186,0.917592592592593,0.722222222222222,0.934871794871795,2
68,control,2,deplete-control,congruent,0.740960451977401,0.943502824858757,0.712583333333333,0.966666666666667,0.710258620689655,2
68,control,2,deplete-control,incongruent,0.740960451977401,0.943502824858757,0.800701754385965,0.894736842105263,0.792549019607843,2
68,deplete,2,deplete-control,congruent,0.757743902439024,0.945121951219512,0.736842105263158,0.973684210526316,0.738108108108108,1
68,deplete,2,deplete-control,incongruent,0.757743902439024,0.945121951219512,0.8054,0.88,0.795909090909091,1
69,control,2,control-deplete,congruent,0.613117647058824,0.988235294117647,0.586315789473684,1,0.586315789473684,1
69,control,2,control-deplete,incongruent,0.613117647058824,0.988235294117647,0.667678571428572,0.964285714285714,0.670185185185185,1
69,deplete,2,control-deplete,congruent,0.603233532934132,0.976047904191617,0.571592920353982,0.982300884955752,0.575585585585586,2
69,deplete,2,control-deplete,incongruent,0.603233532934132,0.976047904191617,0.669444444444444,0.962962962962963,0.665576923076923,2
70,control,2,deplete-control,congruent,0.573818181818182,0.987878787878788,0.552982456140351,0.991228070175439,0.554159292035398,2
70,control,2,deplete-control,incongruent,0.573818181818182,0.987878787878788,0.620392156862745,0.980392156862745,0.6218,2
70,deplete,2,deplete-control,congruent,0.592767295597484,0.981132075471698,0.583571428571429,0.991071428571429,0.584324324324324,1
70,deplete,2,deplete-control,incongruent,0.592767295597484,0.981132075471698,0.61468085106383,0.957446808510638,0.616666666666667,1
71,control,2,control-deplete,congruent,0.685706214689266,0.983050847457627,0.620333333333333,1,0.620333333333333,1
71,control,2,control-deplete,incongruent,0.685706214689266,0.983050847457627,0.823333333333333,0.947368421052632,0.818888888888889,1
71,deplete,2,control-deplete,congruent,0.692768361581921,0.88135593220339,0.628151260504202,0.941176470588235,0.624553571428571,2
71,deplete,2,control-deplete,incongruent,0.692768361581921,0.88135593220339,0.825344827586207,0.758620689655172,0.838636363636364,2
72,control,2,deplete-control,congruent,0.586585365853659,0.975609756097561,0.568898305084746,0.983050847457627,0.57051724137931,2
72,control,2,deplete-control,incongruent,0.586585365853659,0.975609756097561,0.63195652173913,0.956521739130435,0.633863636363636,2
72,deplete,2,deplete-control,congruent,0.63185628742515,0.988023952095808,0.589130434782609,1,0.589130434782609,1
72,deplete,2,deplete-control,incongruent,0.63185628742515,0.988023952095808,0.726346153846154,0.961538461538461,0.7328,1
73,control,2,control-deplete,congruent,0.610783132530121,0.909638554216867,0.582307692307692,0.965811965811966,0.586017699115044,1
73,control,2,control-deplete,incongruent,0.610783132530121,0.909638554216867,0.678775510204082,0.775510204081633,0.692894736842105,1
73,deplete,2,control-deplete,congruent,0.623815028901734,0.971098265895954,0.574957983193277,0.991596638655462,0.574152542372881,2
73,deplete,2,control-deplete,incongruent,0.623815028901734,0.971098265895954,0.731481481481482,0.925925925925926,0.7338,2
75,control,2,control-deplete,congruent,0.719011627906977,0.982558139534884,0.697826086956522,0.973913043478261,0.693035714285714,1
75,control,2,control-deplete,incongruent,0.719011627906977,0.982558139534884,0.761754385964912,1,0.761754385964912,1
75,deplete,2,control-deplete,congruent,0.696379310344828,0.942528735632184,0.672564102564103,0.957264957264957,0.675892857142857,2
75,deplete,2,control-deplete,incongruent,0.696379310344828,0.942528735632184,0.745263157894737,0.912280701754386,0.756346153846154,2
76,control,2,deplete-control,congruent,0.508988095238095,0.982142857142857,0.488220338983051,0.991525423728813,0.488803418803419,2
76,control,2,deplete-control,incongruent,0.508988095238095,0.982142857142857,0.558,0.96,0.559166666666667,2
76,deplete,2,deplete-control,congruent,0.469657142857143,0.96,0.462166666666667,0.95,0.465789473684211,1
76,deplete,2,deplete-control,incongruent,0.469657142857143,0.96,0.486,0.981818181818182,0.484814814814815,1
77,control,2,control-deplete,congruent,0.636959064327485,0.947368421052632,0.597563025210084,1,0.597563025210084,1
77,control,2,control-deplete,incongruent,0.636959064327485,0.947368421052632,0.727115384615385,0.826923076923077,0.737906976744186,1
77,deplete,2,control-deplete,congruent,0.629570552147239,0.914110429447853,0.59453781512605,0.983193277310924,0.594102564102564,2
77,deplete,2,control-deplete,incongruent,0.629570552147239,0.914110429447853,0.724318181818182,0.727272727272727,0.7528125,2
78,control,2,deplete-control,congruent,0.601754385964912,0.953216374269006,0.595546218487395,0.974789915966386,0.595344827586207,2
78,control,2,deplete-control,incongruent,0.601754385964912,0.953216374269006,0.615961538461538,0.903846153846154,0.605744680851064,2
78,deplete,2,deplete-control,congruent,0.601529411764706,0.958823529411765,0.567350427350427,0.991452991452991,0.5675,1
78,deplete,2,deplete-control,incongruent,0.601529411764706,0.958823529411765,0.676981132075472,0.886792452830189,0.677234042553192,1
79,control,2,deplete-control,congruent,0.691005586592179,0.932960893854749,0.625666666666667,0.991666666666667,0.625294117647059,2
79,control,2,deplete-control,incongruent,0.691005586592179,0.932960893854749,0.823898305084746,0.813559322033898,0.849791666666667,2
79,deplete,2,deplete-control,congruent,0.731257142857143,0.96,0.664406779661017,0.991525423728813,0.666068376068376,1
79,deplete,2,deplete-control,incongruent,0.731257142857143,0.96,0.869649122807018,0.894736842105263,0.890588235294118,1
8,control,2,deplete-control,congruent,0.72580459770115,1,0.673361344537815,1,0.673361344537815,2
8,control,2,deplete-control,incongruent,0.72580459770115,1,0.839272727272727,1,0.839272727272727,2
8,deplete,2,deplete-control,congruent,0.939261363636364,0.926136363636364,0.825677966101695,0.974576271186441,0.827652173913043,1
8,deplete,2,deplete-control,incongruent,0.939261363636364,0.926136363636364,1.17034482758621,0.827586206896552,1.20958333333333,1
80,control,2,deplete-control,congruent,0.627727272727273,0.988636363636364,0.603220338983051,1,0.603220338983051,2
80,control,2,deplete-control,incongruent,0.627727272727273,0.988636363636364,0.677586206896552,0.96551724137931,0.679821428571429,2
80,deplete,2,deplete-control,congruent,0.679828571428572,0.988571428571429,0.641932773109244,1,0.641932773109244,1
80,deplete,2,deplete-control,incongruent,0.679828571428572,0.988571428571429,0.760357142857143,0.964285714285714,0.762222222222222,1
81,control,2,deplete-control,congruent,0.692603550295858,0.863905325443787,0.656068376068376,0.931623931623932,0.659266055045872,2
81,control,2,deplete-control,incongruent,0.692603550295858,0.863905325443787,0.774807692307692,0.711538461538462,0.781621621621622,2
81,deplete,2,deplete-control,congruent,0.676842105263158,0.883040935672515,0.655714285714286,0.949579831932773,0.659469026548673,1
81,deplete,2,deplete-control,incongruent,0.676842105263158,0.883040935672515,0.725192307692308,0.730769230769231,0.745789473684211,1
82,control,2,deplete-control,congruent,0.635950920245399,0.950920245398773,0.617565217391304,0.965217391304348,0.617747747747748,2
82,control,2,deplete-control,incongruent,0.635950920245399,0.950920245398773,0.68,0.916666666666667,0.672954545454545,2
82,deplete,2,deplete-control,congruent,0.609268292682927,0.99390243902439,0.59904347826087,1,0.59904347826087,1
82,deplete,2,deplete-control,incongruent,0.609268292682927,0.99390243902439,0.633265306122449,0.979591836734694,0.637291666666667,1
83,control,2,control-deplete,congruent,0.881345029239766,0.91812865497076,0.796525423728814,0.974576271186441,0.800956521739131,1
83,control,2,control-deplete,incongruent,0.881345029239766,0.91812865497076,1.07018867924528,0.792452830188679,1.0847619047619,1
83,deplete,2,control-deplete,congruent,0.831360946745562,0.840236686390533,0.774152542372881,0.915254237288136,0.791203703703704,2
83,deplete,2,control-deplete,incongruent,0.831360946745562,0.840236686390533,0.963725490196078,0.666666666666667,1.00294117647059,2
84,control,2,deplete-control,congruent,0.57375,0.928571428571429,0.564695652173913,0.904347826086956,0.56625,2
84,control,2,deplete-control,incongruent,0.57375,0.928571428571429,0.593396226415094,0.981132075471698,0.596923076923077,2
84,deplete,2,deplete-control,congruent,0.606686046511628,0.976744186046512,0.602241379310345,0.96551724137931,0.603928571428572,1
84,deplete,2,deplete-control,incongruent,0.606686046511628,0.976744186046512,0.615892857142857,1,0.615892857142857,1
86,control,2,deplete-control,congruent,0.518612716763006,0.953757225433526,0.497457627118644,0.991525423728813,0.497948717948718,2
86,control,2,deplete-control,incongruent,0.518612716763006,0.953757225433526,0.564,0.872727272727273,0.561666666666667,2
86,deplete,2,deplete-control,congruent,0.615928143712575,0.970059880239521,0.591428571428572,0.991596638655462,0.591864406779661,1
86,deplete,2,deplete-control,incongruent,0.615928143712575,0.970059880239521,0.676666666666667,0.916666666666667,0.669772727272727,1
87,control,2,control-deplete,congruent,0.522528735632184,0.96551724137931,0.5,0.966101694915254,0.501052631578947,1
87,control,2,control-deplete,incongruent,0.522528735632184,0.96551724137931,0.57,0.964285714285714,0.572407407407407,1
87,deplete,2,control-deplete,congruent,0.526046511627907,0.906976744186047,0.514273504273504,0.94017094017094,0.518636363636364,2
87,deplete,2,control-deplete,incongruent,0.526046511627907,0.906976744186047,0.551090909090909,0.836363636363636,0.558260869565217,2
88,control,2,deplete-control,congruent,0.730813953488372,0.953488372093023,0.687719298245614,0.964912280701754,0.685,2
88,control,2,deplete-control,incongruent,0.730813953488372,0.953488372093023,0.81551724137931,0.931034482758621,0.811111111111111,2
88,deplete,2,deplete-control,congruent,0.81859649122807,0.941520467836257,0.781206896551724,1,0.781206896551724,1
88,deplete,2,deplete-control,incongruent,0.81859649122807,0.941520467836257,0.897454545454546,0.818181818181818,0.918,1
89,control,2,control-deplete,congruent,0.789411764705882,0.970588235294118,0.730683760683761,0.991452991452991,0.731810344827586,1
89,control,2,control-deplete,incongruent,0.789411764705882,0.970588235294118,0.919056603773585,0.924528301886792,0.923265306122449,1
89,deplete,2,control-deplete,congruent,0.645,0.988372093023256,0.603559322033898,1,0.603559322033898,2
89,deplete,2,control-deplete,incongruent,0.645,0.988372093023256,0.735555555555556,0.962962962962963,0.733846153846154,2
9,control,2,control-deplete,congruent,0.584104046242775,0.953757225433526,0.570588235294118,0.983193277310924,0.57042735042735,1
9,control,2,control-deplete,incongruent,0.584104046242775,0.953757225433526,0.613888888888889,0.888888888888889,0.619375,1
9,deplete,2,control-deplete,congruent,0.603257142857143,0.965714285714286,0.596134453781513,1,0.596134453781513,2
9,deplete,2,control-deplete,incongruent,0.603257142857143,0.965714285714286,0.618392857142857,0.892857142857143,0.6118,2
90,control,2,deplete-control,congruent,0.709345238095238,0.970238095238095,0.665641025641026,0.974358974358974,0.668421052631579,2
90,control,2,deplete-control,incongruent,0.709345238095238,0.970238095238095,0.809607843137255,0.96078431372549,0.811224489795918,2
90,deplete,2,deplete-control,congruent,0.686585365853659,0.914634146341463,0.633603603603604,0.972972972972973,0.634074074074074,1
90,deplete,2,deplete-control,incongruent,0.686585365853659,0.914634146341463,0.797547169811321,0.792452830188679,0.822380952380953,1
92,control,2,deplete-control,congruent,0.719112426035503,0.928994082840237,0.665391304347826,0.991304347826087,0.66421052631579,2
92,control,2,deplete-control,incongruent,0.719112426035503,0.928994082840237,0.833518518518519,0.796296296296296,0.843488372093023,2
92,deplete,2,deplete-control,congruent,0.779050279329609,0.955307262569832,0.716638655462185,0.983193277310924,0.715042735042735,1
92,deplete,2,deplete-control,incongruent,0.779050279329609,0.955307262569832,0.902833333333333,0.9,0.914259259259259,1
93,control,2,control-deplete,congruent,0.869285714285714,0.970238095238095,0.844324324324324,0.972972972972973,0.837685185185185,1
93,control,2,control-deplete,incongruent,0.869285714285714,0.970238095238095,0.917894736842105,0.964912280701754,0.918363636363636,1
93,deplete,2,control-deplete,congruent,0.776130952380952,0.964285714285714,0.739736842105263,0.964912280701754,0.747272727272727,2
93,deplete,2,control-deplete,incongruent,0.776130952380952,0.964285714285714,0.852962962962963,0.962962962962963,0.849615384615385,2
94,control,2,deplete-control,congruent,0.473005780346821,0.976878612716763,0.470769230769231,0.991452991452991,0.47198275862069,2
94,control,2,deplete-control,incongruent,0.473005780346821,0.976878612716763,0.477678571428571,0.946428571428571,0.475849056603774,2
94,deplete,2,deplete-control,congruent,0.475885714285714,0.965714285714286,0.469327731092437,0.957983193277311,0.471052631578947,1
94,deplete,2,deplete-control,incongruent,0.475885714285714,0.965714285714286,0.489821428571429,0.982142857142857,0.485636363636364,1
95,control,2,control-deplete,congruent,0.765549132947977,0.976878612716763,0.738050847457627,1,0.738050847457627,1
95,control,2,control-deplete,incongruent,0.765549132947977,0.976878612716763,0.824545454545455,0.927272727272727,0.837843137254902,1
95,deplete,2,control-deplete,congruent,0.604176470588235,0.952941176470588,0.586186440677966,0.991525423728813,0.585897435897436,2
95,deplete,2,control-deplete,incongruent,0.604176470588235,0.952941176470588,0.645,0.865384615384615,0.654222222222222,2
96,control,2,deplete-control,congruent,0.732662721893491,0.93491124260355,0.695826086956522,0.965217391304348,0.690720720720721,2
96,control,2,deplete-control,incongruent,0.732662721893491,0.93491124260355,0.811111111111111,0.87037037037037,0.796382978723404,2
96,deplete,2,deplete-control,congruent,0.80094674556213,0.970414201183432,0.738771929824561,0.991228070175439,0.738407079646018,1
96,deplete,2,deplete-control,incongruent,0.80094674556213,0.970414201183432,0.929818181818182,0.927272727272727,0.94156862745098,1
97,control,2,control-deplete,congruent,0.598959537572254,0.971098265895954,0.559666666666667,0.991666666666667,0.560840336134454,1
97,control,2,control-deplete,incongruent,0.598959537572254,0.971098265895954,0.687924528301887,0.924528301886792,0.686734693877551,1
97,deplete,2,control-deplete,congruent,0.529494382022472,0.98314606741573,0.507394957983193,0.991596638655462,0.508135593220339,2
97,deplete,2,control-deplete,incongruent,0.529494382022472,0.98314606741573,0.574067796610169,0.966101694915254,0.572982456140351,2
99,control,2,control-deplete,congruent,0.58783950617284,0.987654320987654,0.568034188034188,0.982905982905983,0.568782608695652,1
99,control,2,control-deplete,incongruent,0.58783950617284,0.987654320987654,0.639333333333333,1,0.639333333333333,1
99,deplete,2,control-deplete,congruent,0.530975609756098,0.963414634146341,0.514642857142857,0.982142857142857,0.514,2
99,deplete,2,control-deplete,incongruent,0.530975609756098,0.963414634146341,0.566153846153846,0.923076923076923,0.572291666666667,2
JSCTIY4&(9@QK1&(,control,3,control-deplete,congruent,0.621071428571429,0.93452380952381,0.570265486725664,0.946902654867257,0.568691588785047,1
JSCTIY4&(9@QK1&(,control,3,control-deplete,incongruent,0.621071428571429,0.93452380952381,0.725454545454545,0.909090909090909,0.7296,1
JSCTIY4&(9@QK1&(,deplete,3,control-deplete,congruent,0.72141975308642,0.950617283950617,0.679818181818182,0.963636363636364,0.687264150943396,2
JSCTIY4&(9@QK1&(,deplete,3,control-deplete,incongruent,0.72141975308642,0.950617283950617,0.809423076923077,0.923076923076923,0.816458333333333,2
I^J90YM7^9^L1&(,control,3,deplete-control,congruent,0.494261363636364,0.948863636363636,0.474201680672269,0.983193277310924,0.474871794871795,2
I^J90YM7^9^L1&(,control,3,deplete-control,incongruent,0.494261363636364,0.948863636363636,0.536140350877193,0.87719298245614,0.532,2
I^J90YM7^9^L1&(,deplete,3,deplete-control,congruent,0.485533333333333,0.853333333333333,0.473366336633663,0.930693069306931,0.472446808510638,1
I^J90YM7^9^L1&(,deplete,3,deplete-control,incongruent,0.485533333333333,0.853333333333333,0.510612244897959,0.693877551020408,0.506470588235294,1
@H&(BUU#JKF4L1&(,control,3,deplete-control,congruent,0.62264367816092,0.971264367816092,0.594358974358974,0.982905982905983,0.594260869565217,2
@H&(BUU#JKF4L1&(,control,3,deplete-control,incongruent,0.62264367816092,0.971264367816092,0.680701754385965,0.947368421052632,0.679074074074074,2
@H&(BUU#JKF4L1&(,deplete,3,deplete-control,congruent,0.550056818181818,0.971590909090909,0.546016949152542,0.991525423728814,0.545384615384615,1
@H&(BUU#JKF4L1&(,deplete,3,deplete-control,incongruent,0.550056818181818,0.971590909090909,0.558275862068966,0.931034482758621,0.556666666666667,1
21SIC7ELGAE#L1&(,control,3,deplete-control,congruent,0.758700564971751,0.954802259887006,0.688655462184874,0.991596638655462,0.686864406779661,2
21SIC7ELGAE#L1&(,control,3,deplete-control,incongruent,0.758700564971751,0.954802259887006,0.902413793103448,0.879310344827586,0.906666666666667,2
21SIC7ELGAE#L1&(,deplete,3,deplete-control,congruent,0.714971428571429,0.914285714285714,0.639666666666667,0.975,0.632222222222222,1
21SIC7ELGAE#L1&(,deplete,3,deplete-control,incongruent,0.714971428571429,0.914285714285714,0.879272727272727,0.781818181818182,0.90906976744186,1
GMU1QFMOJ9BL1&(,control,3,deplete-control,congruent,0.530419161676647,0.970059880239521,0.504827586206897,0.982758620689655,0.505438596491228,2
GMU1QFMOJ9BL1&(,control,3,deplete-control,incongruent,0.530419161676647,0.970059880239521,0.588627450980392,0.941176470588235,0.591458333333333,2
GMU1QFMOJ9BL1&(,deplete,3,deplete-control,congruent,0.599,0.96875,0.57803738317757,0.981308411214953,0.574380952380952,1
GMU1QFMOJ9BL1&(,deplete,3,deplete-control,incongruent,0.599,0.96875,0.641320754716981,0.943396226415094,0.6408,1
!XCS^BRHILQL1&(,control,3,deplete-control,congruent,0.653508771929825,0.947368421052632,0.605897435897436,0.957264957264957,0.607767857142857,2
!XCS^BRHILQL1&(,control,3,deplete-control,incongruent,0.653508771929825,0.947368421052632,0.756666666666667,0.925925925925926,0.7624,2
!XCS^BRHILQL1&(,deplete,3,deplete-control,congruent,0.651823529411765,0.947058823529412,0.603275862068966,0.96551724137931,0.604196428571429,1
!XCS^BRHILQL1&(,deplete,3,deplete-control,incongruent,0.651823529411765,0.947058823529412,0.756111111111111,0.907407407407407,0.756734693877551,1
WKE9L&(2K1Z$M1&(,control,3,deplete-control,congruent,0.688850574712644,1,0.625583333333333,1,0.625583333333333,2
WKE9L&(2K1Z$M1&(,control,3,deplete-control,incongruent,0.688850574712644,1,0.829444444444444,1,0.829444444444444,2
WKE9L&(2K1Z$M1&(,deplete,3,deplete-control,congruent,0.664529411764706,1,0.616608695652174,1,0.616608695652174,1
WKE9L&(2K1Z$M1&(,deplete,3,deplete-control,incongruent,0.664529411764706,1,0.764727272727273,1,0.764727272727273,1
^22MLO2&(BBRM1&(,control,3,control-deplete,congruent,0.697514124293785,0.977401129943503,0.65975,0.991666666666667,0.658319327731092,1
^22MLO2&(BBRM1&(,control,3,control-deplete,incongruent,0.697514124293785,0.977401129943503,0.777017543859649,0.947368421052632,0.773333333333333,1
^22MLO2&(BBRM1&(,deplete,3,control-deplete,congruent,0.769775280898876,0.960674157303371,0.753781512605042,0.966386554621849,0.758260869565217,2
^22MLO2&(BBRM1&(,deplete,3,control-deplete,incongruent,0.769775280898876,0.960674157303371,0.802033898305085,0.949152542372881,0.797321428571429,2
ZZESRIM0FE1!1&(,control,3,deplete-control,congruent,0.71406779661017,0.954802259887006,0.658,0.991666666666667,0.657058823529412,2
ZZESRIM0FE1!1&(,control,3,deplete-control,incongruent,0.71406779661017,0.954802259887006,0.832105263157895,0.87719298245614,0.8198,2
ZZESRIM0FE1!1&(,deplete,3,deplete-control,congruent,0.578711656441718,0.975460122699387,0.568333333333333,1,0.568333333333333,1
ZZESRIM0FE1!1&(,deplete,3,deplete-control,incongruent,0.578711656441718,0.975460122699387,0.602857142857143,0.918367346938776,0.601333333333333,1
RQ29@XLTKT8!1&(,control,3,deplete-control,congruent,0.655497076023392,0.982456140350877,0.610964912280702,1,0.610964912280702,2
RQ29@XLTKT8!1&(,control,3,deplete-control,incongruent,0.655497076023392,0.982456140350877,0.744561403508772,0.947368421052632,0.751666666666667,2
RQ29@XLTKT8!1&(,deplete,3,deplete-control,congruent,0.705287356321839,0.925287356321839,0.654017094017094,0.94017094017094,0.670454545454545,1
RQ29@XLTKT8!1&(,deplete,3,deplete-control,incongruent,0.705287356321839,0.925287356321839,0.810526315789474,0.894736842105263,0.821176470588235,1
787&(E8!CZSC!1&(,control,3,deplete-control,congruent,0.650470588235294,0.947058823529412,0.6425,0.973214285714286,0.643577981651376,2
787&(E8!CZSC!1&(,control,3,deplete-control,incongruent,0.650470588235294,0.947058823529412,0.665862068965517,0.896551724137931,0.664615384615385,2
787&(E8!CZSC!1&(,deplete,3,deplete-control,congruent,0.714470588235294,0.911764705882353,0.694424778761062,0.929203539823009,0.702,1
787&(E8!CZSC!1&(,deplete,3,deplete-control,incongruent,0.714470588235294,0.911764705882353,0.754210526315789,0.87719298245614,0.7504,1
SSU^8T9W48K!1&(,control,3,deplete-control,congruent,0.757151515151515,0.915151515151515,0.712110091743119,0.935779816513762,0.710392156862745,2
SSU^8T9W48K!1&(,control,3,deplete-control,incongruent,0.757151515151515,0.915151515151515,0.844821428571429,0.875,0.880816326530612,2
SSU^8T9W48K!1&(,deplete,3,deplete-control,congruent,0.691927710843373,0.957831325301205,0.670442477876106,0.973451327433628,0.669363636363636,1
SSU^8T9W48K!1&(,deplete,3,deplete-control,incongruent,0.691927710843373,0.957831325301205,0.737735849056604,0.924528301886792,0.733877551020408,1
M994WBEUT1FAE1&(,control,3,deplete-control,congruent,0.738352272727273,0.954545454545455,0.669406779661017,0.991525423728814,0.669316239316239,2
M994WBEUT1FAE1&(,control,3,deplete-control,incongruent,0.738352272727273,0.954545454545455,0.878620689655172,0.879310344827586,0.888823529411765,2
M994WBEUT1FAE1&(,deplete,3,deplete-control,congruent,0.77207100591716,0.952662721893491,0.713781512605042,1,0.713781512605042,1
M994WBEUT1FAE1&(,deplete,3,deplete-control,incongruent,0.77207100591716,0.952662721893491,0.9108,0.84,0.915,1
G91YQ4BFBCKAE1&(,control,3,deplete-control,congruent,0.533236994219653,0.988439306358382,0.520344827586207,1,0.520344827586207,2
G91YQ4BFBCKAE1&(,control,3,deplete-control,incongruent,0.533236994219653,0.988439306358382,0.559473684210526,0.964912280701754,0.558545454545455,2
G91YQ4BFBCKAE1&(,deplete,3,deplete-control,congruent,0.515029585798817,0.976331360946746,0.500434782608696,0.973913043478261,0.500714285714286,1
G91YQ4BFBCKAE1&(,deplete,3,deplete-control,incongruent,0.515029585798817,0.976331360946746,0.546111111111111,0.981481481481482,0.544339622641509,1
W2ZF#JT49JIQ1&(,control,3,deplete-control,congruent,0.589027777777778,0.840277777777778,0.587142857142857,0.857142857142857,0.590119047619048,2
W2ZF#JT49JIQ1&(,control,3,deplete-control,incongruent,0.589027777777778,0.840277777777778,0.59304347826087,0.804347826086957,0.604864864864865,2
W2ZF#JT49JIQ1&(,deplete,3,deplete-control,congruent,0.568475609756098,0.939024390243902,0.555765765765766,0.954954954954955,0.554905660377358,1
